,tweet,Cleaned_tweet,POS_tagged,Lemma,stemming
4826,"Sekarang lawan pemerintah sudah percuma, mending jadi polisi tidur aja kali ya?? #PercumaLaporPolisi",sekarang lawan pemerintah sudah percuma mending jadi polisi tidur aja kali ya percumalaporpolisi,"[('lawan', 'n'), ('pemerintah', 'n'), ('mending', 'v'), ('polisi', 'n'), ('tidur', 'n'), ('aja', 'n'), ('kali', 'n'), ('ya', 'n'), ('percumalaporpolisi', 'n')]",  lawan pemerintah mend polisi tidur aja kali ya percumalaporpolisi,lawan perintah mend polisi tidur aja kali percumalaporpolisi
4827,#PercumaLaporPolisi  #MendingkeDukun Bahkan seorang korban tindak kejahatan yang memiliki bukti rekaman cctv yang sampai beredar ke internet tidak memiliki niatan untuk melaporkan tindak kejahatan yang dialaminya ke polisi. #PercumaLaporPolisi #mendingkedukun, percumalaporpolisi mendingkedukun bahkan seorang korban tindak kejahatan yang memiliki bukti rekaman cctv yang sampai beredar ke internet tidak memiliki niatan untuk melaporkan tindak kejahatan yang dialaminya ke polisi percumalaporpolisi mendingkedukun,"[('percumalaporpolisi', 'n'), ('mendingkedukun', 'n'), ('korban', 'a'), ('tindak', 'n'), ('kejahatan', 'n'), ('memiliki', 'n'), ('bukti', 'n'), ('rekaman', 'n'), ('cctv', 'n'), ('beredar', 'n'), ('internet', 'n'), ('memiliki', 'n'), ('niatan', 'a'), ('melaporkan', 'n'), ('tindak', 'n'), ('kejahatan', 'n'), ('dialaminya', 'n'), ('polisi', 'n'), ('percumalaporpolisi', 'n'), ('mendingkedukun', 'n')]",  percumalaporpolisi mendingkedukun korban tindak kejahatan memiliki bukti rekaman cctv beredar internet memiliki niatan melaporkan tindak kejahatan dialaminya polisi percumalaporpolisi mendingkedukun,percumalaporpolisi mendingkedukun korban tindak jahat milik bukti rekam cctv edar internet milik niat lapor tindak jahat alam polisi percumalaporpolisi mendingkedukun
4828,"Dah lah rakyat Indonesia udah pada buka mata, kagak percaya lagi sama isilop #PercumaLaporPolisi kalo rakyat kecil yg lapor kagak pernah selesai kasusnya.",dah lah rakyat indonesia udah pada buka mata kagak percaya lagi sama isilop percumalaporpolisi kalo rakyat kecil yg lapor kagak pernah selesai kasusnya ,"[('dah', 'n'), ('rakyat', 'n'), ('indonesia', 'n'), ('udah', 'a'), ('buka', 'n'), ('mata', 'n'), ('kagak', 'n'), ('percaya', 'n'), ('isilop', 'n'), ('percumalaporpolisi', 'n'), ('kalo', 'n'), ('rakyat', 'n'), ('yg', 'n'), ('lapor', 'n'), ('kagak', 'n'), ('selesai', 'n'), ('kasusnya', 'n')]",  dah rakyat indonesia udah buka mata kagak percaya isilop percumalaporpolisi kalo rakyat yg lapor kagak selesai kasusnya,dah rakyat indonesia udah buka mata kagak percaya isilop percumalaporpolisi kalo rakyat yg lapor kagak selesai kasus
4829,#PercumaLaporPolisi, percumalaporpolisi,"[('percumalaporpolisi', 'n')]",  percumalaporpolisi,percumalaporpolisi
4830,"Kira kira abis trending hashtag #PercumaLaporPolisi ini mereka bakal memperbaiki sistem lagi ga ya?  Oh iya lupa, mereka kan otakless. Jadi mau setrending apa pun ga bakal digubris, udh mati akalnya",kira kira abis trending hashtag percumalaporpolisi ini mereka bakal memperbaiki sistem lagi ga ya oh iya lupa mereka kan otakless jadi mau setrending apa pun ga bakal digubris udh mati akalnya,"[('abis', 'n'), ('trending', 'v'), ('hashtag', 'n'), ('percumalaporpolisi', 'n'), ('memperbaiki', 'n'), ('sistem', 'n'), ('ga', 'n'), ('ya', 'n'), ('oh', None), ('iya', 'a'), ('lupa', 'a'), ('otakless', 'n'), ('setrending', 'v'), ('ga', 'n'), ('digubris', 'n'), ('udh', 'a'), ('mati', 'n'), ('akalnya', 'n')]",  abis trend hashtag percumalaporpolisi memperbaiki sistem ga ya oh iya lupa otakless setrending ga digubris udh mati akalnya,abis trend hashtag percumalaporpolisi baik sistem ga iya lupa otakless setrending ga gubris udh mati akal
4831,"Pak! Lapor motor adik saya hilang telah di curi!!  ""Lain kali hati2 taruh di tempat yang aman dan kunci ganda"" Laporan selesai! Dah gitu aja Ktmu juga kgk motor adik gw 😅 #PercumaLaporPolisi",pak lapor motor adik saya hilang telah di curi lain kali hati taruh di tempat yang aman dan kunci ganda laporan selesai dah gitu aja ktmu juga kgk motor adik gw percumalaporpolisi,"[('lapor', 'n'), ('motor', 'n'), ('adik', 'n'), ('hilang', 'n'), ('curi', 'n'), ('kali', 'n'), ('hati', 'n'), ('taruh', 'n'), ('aman', 'n'), ('kunci', 'n'), ('ganda', 'n'), ('laporan', 'v'), ('selesai', 'a'), ('dah', 'n'), ('gitu', 'n'), ('aja', 'n'), ('ktmu', 'n'), ('kgk', 'n'), ('motor', 'n'), ('adik', 'n'), ('gw', 'n'), ('percumalaporpolisi', 'n')]",  lapor motor adik hilang curi kali hati taruh aman kunci ganda laporan selesai dah gitu aja ktmu kgk motor adik gw percumalaporpolisi,lapor motor adik hilang curi kali hati taruh aman kunci ganda lapor selesai dah gitu aja ktmu kgk motor adik gw percumalaporpolisi
4832,"7thn lalu adik sy kehilangan motor,kejadian tengah malam dan Langsung lapor pak pol,bukannya langsung di tindak lanjuti,eh malah di minta menunggu sampai matahari terbit,matahari terbit  laporan pun tak di proses #PercumaLaporPolisi", thn lalu adik sy kehilangan motor kejadian tengah malam dan langsung lapor pak pol bukannya langsung di tindak lanjuti eh malah di minta menunggu sampai matahari terbit matahari terbit laporan pun tak di proses percumalaporpolisi,"[('thn', 'n'), ('adik', 'n'), ('sy', 'n'), ('kehilangan', 'n'), ('motor', 'n'), ('kejadian', 'a'), ('malam', 'n'), ('langsung', 'n'), ('lapor', 'n'), ('pol', 'n'), ('langsung', 'n'), ('tindak', 'n'), ('lanjuti', 'n'), ('eh', 'n'), ('menunggu', 'n'), ('matahari', 'n'), ('terbit', 'n'), ('matahari', 'a'), ('terbit', 'n'), ('laporan', 'a'), ('proses', 'v'), ('percumalaporpolisi', 'n')]",  thn adik sy kehilangan motor kejadian malam langsung lapor pol langsung tindak lanjuti eh menunggu matahari terbit matahari terbit laporan proses percumalaporpolisi,thn adik sy hilang motor jadi malam langsung lapor pol langsung tindak lanjut eh tunggu matahari terbit matahari terbit lapor proses percumalaporpolisi
4833,"Ini degelan kaya si Wendy biasa lapor ke Andre pas di Lapor Pak, percuma percuma percuma #PercumaLaporPolisi 🤣",ini degelan kaya si wendy biasa lapor ke andre pas di lapor pak percuma percuma percuma percumalaporpolisi ,"[('degelan', 'n'), ('kaya', 'v'), ('si', 'n'), ('wendy', 'n'), ('lapor', 'n'), ('andre', 'n'), ('pas', 'n'), ('lapor', 'n'), ('percumalaporpolisi', 'n')]",  degelan kaya si wendy lapor andre pa lapor percumalaporpolisi,degelan kaya si wendy lapor andre pa lapor percumalaporpolisi
4834,#PercumaLaporPolisi - aparat keamanan yg tdk berfungsi dng baik. - atasanya harus dicopot bila tidak tegas terhadap bawahan yg melanggar dan merusak citra polisi, percumalaporpolisi aparat keamanan yg tdk berfungsi dng baik atasanya harus dicopot bila tidak tegas terhadap bawahan yg melanggar dan merusak citra polisi,"[('percumalaporpolisi', 'n'), ('aparat', 'n'), ('keamanan', 'n'), ('yg', 'n'), ('tdk', 'n'), ('berfungsi', 'n'), ('dng', 'n'), ('atasanya', 'n'), ('dicopot', 'n'), ('bawahan', 'n'), ('yg', 'n'), ('melanggar', 'n'), ('merusak', 'n'), ('citra', 'n'), ('polisi', 'n')]",  percumalaporpolisi aparat keamanan yg tdk berfungsi dng atasanya dicopot bawahan yg melanggar merusak citra polisi,percumalaporpolisi aparat aman yg tdk fungsi dng atasanya copot bawah yg langgar rusak citra polisi
4835,"Memang apa yg bisa kita harapkan dengan penegak hukum di era sekarang ini jadi #PercumaLaporPolisi Ini jaman serba uang,mau ngapa ngapain pakek uang ,dan bisa2 orang mau merampok atau korupsi harus bayar dulu atau jika berhasil bagi2 hasil  https://t.co/8jMbJl3n6g",memang apa yg bisa kita harapkan dengan penegak hukum di era sekarang ini jadi percumalaporpolisi ini jaman serba uang mau ngapa ngapain pakek uang dan bisa orang mau merampok atau korupsi harus bayar dulu atau jika berhasil bagi hasil ,"[('yg', 'n'), ('harapkan', 'n'), ('penegak', None), ('hukum', 'n'), ('era', 'n'), ('percumalaporpolisi', 'n'), ('jaman', 'n'), ('serba', 'n'), ('uang', 'a'), ('ngapa', 'n'), ('ngapain', 'n'), ('pakek', 'n'), ('uang', 'a'), ('orang', 'n'), ('merampok', 'n'), ('korupsi', 'n'), ('bayar', 'n'), ('berhasil', 'n'), ('hasil', 'n')]",  yg harapkan penegak hukum era percumalaporpolisi jaman serba uang ngapa ngapain pakek uang orang merampok korupsi bayar berhasil hasil,yg harap tegak hukum era percumalaporpolisi jaman serba uang ngapa ngapain pakek uang orang rampok korupsi bayar hasil hasil
4836,"Pernah sekali mmbuat laporan polisi, eh malah gak ada yg melayani sampe berjam2 #PercumaLaporPolisi",pernah sekali mmbuat laporan polisi eh malah gak ada yg melayani sampe berjam percumalaporpolisi,"[('mmbuat', 'n'), ('laporan', 'v'), ('polisi', 'a'), ('eh', 'n'), ('gak', 'n'), ('yg', 'n'), ('melayani', 'n'), ('sampe', 'n'), ('berjam', 'n'), ('percumalaporpolisi', 'n')]",  mmbuat laporan polisi eh gak yg melayani sampe berjam percumalaporpolisi,mmbuat lapor polisi eh gak yg layan sampe jam percumalaporpolisi
4837,"Tidak semua polisi itu jahat. Yg jahat itu cuma oknum. Polisi baik itu banyak, kalau gak percaya, saksikan saja di youtube SIAP86; tiap hari gak pernah sepi dgn kabar polisi baik.   wkwk program s*mp** #PercumaLaporPolisi",tidak semua polisi itu jahat yg jahat itu cuma oknum polisi baik itu banyak kalau gak percaya saksikan saja di youtube siap tiap hari gak pernah sepi dgn kabar polisi baik wkwk program s mp percumalaporpolisi,"[('polisi', 'n'), ('jahat', None), ('yg', 'v'), ('jahat', None), ('oknum', 'n'), ('polisi', 'n'), ('gak', 'n'), ('percaya', 'n'), ('saksikan', 'a'), ('youtube', 'n'), ('gak', 'n'), ('sepi', 'n'), ('dgn', 'n'), ('kabar', 'n'), ('polisi', 'n'), ('wkwk', 'a'), ('program', 'n'), ('s', 'n'), ('mp', 'n'), ('percumalaporpolisi', 'n')]",  polisi jahat yg jahat oknum polisi gak percaya saksikan youtube gak sepi dgn kabar polisi wkwk program s mp percumalaporpolisi,polisi jahat yg jahat oknum polisi gak percaya saksi youtube gak sepi dgn kabar polisi wkwk program s mp percumalaporpolisi
4838,"3x kena copet di JKT, utk yg ke 2 &amp; 3 ga pernah lapor polisi karena USELESS!Pertama x lapor,mereka bukannya mendata laporan tapi malah menyalahkan gw sebagai korban krn tdk hati2 tanpa mencatat atau meminta data pelapor. Gw belajar ikhlas untuk kejadian ke 2&amp;3 #PercumaLaporPolisi", x kena copet di jkt utk yg ke amp ga pernah lapor polisi karena useless pertama x lapor mereka bukannya mendata laporan tapi malah menyalahkan gw sebagai korban krn tdk hati tanpa mencatat atau meminta data pelapor gw belajar ikhlas untuk kejadian ke amp percumalaporpolisi,"[('x', 'a'), ('kena', 'n'), ('copet', 'n'), ('jkt', 'n'), ('utk', 'a'), ('yg', 'n'), ('amp', 'n'), ('ga', 'n'), ('lapor', 'n'), ('polisi', 'n'), ('useless', 'a'), ('x', 'n'), ('lapor', 'v'), ('mendata', 'n'), ('laporan', 'n'), ('menyalahkan', 'n'), ('gw', 'n'), ('korban', 'n'), ('krn', 'n'), ('tdk', 'n'), ('hati', 'n'), ('mencatat', 'n'), ('data', 'n'), ('pelapor', 'n'), ('gw', 'n'), ('belajar', 'n'), ('ikhlas', 'n'), ('kejadian', 'a'), ('amp', 'n'), ('percumalaporpolisi', 'n')]",  x kena copet jkt utk yg amp ga lapor polisi useless x lapor mendata laporan menyalahkan gw korban krn tdk hati mencatat data pelapor gw belajar ikhlas kejadian amp percumalaporpolisi,x kena copet jkt utk yg amp ga lapor polisi useless x lapor data lapor salah gw korban krn tdk hati catat data lapor gw ajar ikhlas jadi amp percumalaporpolisi
4839,@Taarufindo Tempat para kacung peristirahat #PercumaLaporPolisi, taarufindo tempat para kacung peristirahat percumalaporpolisi,"[('taarufindo', 'n'), ('kacung', 'v'), ('peristirahat', None), ('percumalaporpolisi', 'n')]",  taarufindo kacung peristirahat percumalaporpolisi,taarufindo kacung istirahat percumalaporpolisi
4840,"#PercumaLaporPolisi w suka mikir keras,Oknum yg kerja dan mengabdi untuk negara harus nya di mikir dia kerja dengan gaji dr rakyat, prnh gak sih di kerja bnr2 dr hati.", percumalaporpolisi w suka mikir keras oknum yg kerja dan mengabdi untuk negara harus nya di mikir dia kerja dengan gaji dr rakyat prnh gak sih di kerja bnr dr hati ,"[('percumalaporpolisi', 'n'), ('w', 'n'), ('suka', 'n'), ('mikir', 'n'), ('keras', None), ('oknum', 'n'), ('yg', 'n'), ('kerja', 'n'), ('mengabdi', 'n'), ('negara', 'a'), ('nya', 'n'), ('mikir', 'n'), ('kerja', 'n'), ('gaji', 'a'), ('dr', 'n'), ('rakyat', 'n'), ('prnh', 'n'), ('gak', 'n'), ('sih', 'n'), ('kerja', 'n'), ('bnr', 'n'), ('dr', 'n'), ('hati', 'n')]",  percumalaporpolisi w suka mikir keras oknum yg kerja mengabdi negara nya mikir kerja gaji dr rakyat prnh gak sih kerja bnr dr hati,percumalaporpolisi w suka mikir keras oknum yg kerja abdi negara nya mikir kerja gaji dr rakyat prnh gak sih kerja bnr dr hati
4841,"@tvOneNews Rakyat tidak percaya pada lembaga kepolisian, sebab rakyat menilai Polisi tidak lagi mengabdi kpd negara. Tapi kpd kekuasaan. Hukum tdk lagi jd alat menegakkan keadilan, tp utk langgeng nya kekuasaan.  Jadi memang #PercumaLaporPolisi", tvonenews rakyat tidak percaya pada lembaga kepolisian sebab rakyat menilai polisi tidak lagi mengabdi kpd negara tapi kpd kekuasaan hukum tdk lagi jd alat menegakkan keadilan tp utk langgeng nya kekuasaan jadi memang percumalaporpolisi,"[('tvonenews', 'n'), ('rakyat', 'v'), ('percaya', 'n'), ('lembaga', 'n'), ('kepolisian', 'a'), ('rakyat', 'n'), ('menilai', 'n'), ('polisi', 'n'), ('mengabdi', 'n'), ('kpd', 'n'), ('negara', 'n'), ('kpd', 'n'), ('kekuasaan', 'n'), ('hukum', 'n'), ('tdk', 'n'), ('jd', 'n'), ('alat', 'a'), ('menegakkan', 'n'), ('keadilan', 'n'), ('tp', 'v'), ('utk', 'a'), ('langgeng', 'n'), ('nya', 'n'), ('kekuasaan', 'n'), ('percumalaporpolisi', 'n')]",  tvonenews rakyat percaya lembaga kepolisian rakyat menilai polisi mengabdi kpd negara kpd kekuasaan hukum tdk jd alat menegakkan keadilan tp utk langgeng nya kekuasaan percumalaporpolisi,tvonenews rakyat percaya lembaga polisi rakyat nilai polisi abdi kpd negara kpd kuasa hukum tdk jd alat tegak adil tp utk langgeng nya kuasa percumalaporpolisi
4842,Percaya? #PercumaLaporPolisi,percaya percumalaporpolisi,"[('percaya', 'n'), ('percumalaporpolisi', 'n')]",  percaya percumalaporpolisi,percaya percumalaporpolisi
4843,#PercumaLaporPolisi  #JokowiJenius_TapiBoong, percumalaporpolisi jokowijenius tapiboong,"[('percumalaporpolisi', 'n'), ('jokowijenius', 'n'), ('tapiboong', 'n')]",  percumalaporpolisi jokowijenius tapiboong,percumalaporpolisi jokowijenius tapiboong
4844,Ada masalah kehilangan atau apalah jangan sesekali kesana #PercumaLaporPolisi bakal keluar duit sekalipun kau sudah susah #PercumaLaporPolisi,ada masalah kehilangan atau apalah jangan sesekali kesana percumalaporpolisi bakal keluar duit sekalipun kau sudah susah percumalaporpolisi,"[('kehilangan', 'v'), ('apalah', 'n'), ('kesana', 'n'), ('percumalaporpolisi', 'n'), ('duit', 'n'), ('kau', 'n'), ('susah', 'n'), ('percumalaporpolisi', 'n')]",  kehilangan apalah kesana percumalaporpolisi duit kau susah percumalaporpolisi,hilang apa kesana percumalaporpolisi duit kau susah percumalaporpolisi
4845,@BimoSiddharta Tak ada asap kalo tak ada api.... baiknya PakPol introspeksi diri knp tagar #PercumaLaporPolisi  #PercumaLaporPolisi jd viral..., bimosiddharta tak ada asap kalo tak ada api baiknya pakpol introspeksi diri knp tagar percumalaporpolisi percumalaporpolisi jd viral ,"[('bimosiddharta', 'n'), ('asap', 'n'), ('kalo', 'n'), ('api', 'n'), ('baiknya', 'n'), ('pakpol', 'n'), ('introspeksi', 'n'), ('knp', 'n'), ('tagar', 'n'), ('percumalaporpolisi', 'n'), ('percumalaporpolisi', 'n'), ('jd', 'n'), ('viral', 'n')]",  bimosiddharta asap kalo api baiknya pakpol introspeksi knp tagar percumalaporpolisi percumalaporpolisi jd viral,bimosiddharta asap kalo api baik pakpol introspeksi knp tagar percumalaporpolisi percumalaporpolisi jd viral
4846,#PercumaLaporPolisi, percumalaporpolisi,"[('percumalaporpolisi', 'n')]",  percumalaporpolisi,percumalaporpolisi
4847,@detikcom apakah hastag #PercumaLaporPolisi ini benar2 sesuai realita?, detikcom apakah hastag percumalaporpolisi ini benar sesuai realita ,"[('detikcom', 'n'), ('hastag', 'n'), ('percumalaporpolisi', 'n'), ('sesuai', 'n'), ('realita', 'n')]",  detikcom hastag percumalaporpolisi sesuai realita,detikcom hastag percumalaporpolisi sesuai realita
4848,Mumpung blm dingin .   #PercumaLaporPolisi,mumpung blm dingin percumalaporpolisi,"[('mumpung', 'n'), ('blm', 'n'), ('dingin', 'n'), ('percumalaporpolisi', 'n')]",  mumpung blm dingin percumalaporpolisi,mumpung blm dingin percumalaporpolisi
4849,#PercumaLaporPolisi kalau dia mutualan dengan yang lain, percumalaporpolisi kalau dia mutualan dengan yang lain,"[('percumalaporpolisi', 'n'), ('mutualan', 'n')]",  percumalaporpolisi mutualan,percumalaporpolisi mutualan
4850,#PercumaLaporPolisi, percumalaporpolisi,"[('percumalaporpolisi', 'n')]",  percumalaporpolisi,percumalaporpolisi
4851,#PercumaLaporPolisi  Ehhhhh, percumalaporpolisi ehhhhh,"[('percumalaporpolisi', 'n'), ('ehhhhh', 'n')]",  percumalaporpolisi ehhhhh,percumalaporpolisi ehhhhh
4852,@kumparan Hanya si #KancilYgBijak #PercumaLaporPolisi, kumparan hanya si kancilygbijak percumalaporpolisi,"[('kumparan', 'n'), ('si', 'n'), ('kancilygbijak', 'n'), ('percumalaporpolisi', 'n')]",  kumparan si kancilygbijak percumalaporpolisi,kumpar si kancilygbijak percumalaporpolisi
4853,You are not solving the problem. You are repeating the order.  #PercumaLaporPolisi   https://t.co/cZEql0soPp,you are not solving the problem you are repeating the order percumalaporpolisi ,"[('you', None), ('are', 'v'), ('not', 'r'), ('solving', 'v'), ('the', None), ('problem', 'n'), ('you', None), ('are', 'v'), ('repeating', 'v'), ('the', None), ('order', 'n'), ('percumalaporpolisi', 'n')]",  you be not solve the problem you be repeat the order percumalaporpolisi,you be not solve the problem you be repeat the order percumalaporpolisi
4854,Hanya kancil yg bijak #HanyaKancilYgBijak #PercumaLaporPolisi,hanya kancil yg bijak hanyakancilygbijak percumalaporpolisi,"[('kancil', 'n'), ('yg', 'n'), ('bijak', 'n'), ('hanyakancilygbijak', 'n'), ('percumalaporpolisi', 'n')]",  kancil yg bijak hanyakancilygbijak percumalaporpolisi,kancil yg bijak hanyakancilygbijak percumalaporpolisi
4855,#PercumaLaporPolisi #PercumaLaporPolisi #PercumaLaporPolisi, percumalaporpolisi percumalaporpolisi percumalaporpolisi,"[('percumalaporpolisi', 'n'), ('percumalaporpolisi', 'n'), ('percumalaporpolisi', 'n')]",  percumalaporpolisi percumalaporpolisi percumalaporpolisi,percumalaporpolisi percumalaporpolisi percumalaporpolisi
4856,"#PercumaLaporPolisi kemarin temen jadi korban pelecehan seksual, dan lapor polisi tapi malah di judge dan ga ngasih solusi.", percumalaporpolisi kemarin temen jadi korban pelecehan seksual dan lapor polisi tapi malah di judge dan ga ngasih solusi ,"[('percumalaporpolisi', 'n'), ('kemarin', 'n'), ('temen', 'n'), ('korban', 'a'), ('pelecehan', 'n'), ('seksual', 'a'), ('lapor', 'n'), ('polisi', 'n'), ('judge', 'n'), ('ga', 'n'), ('ngasih', 'n'), ('solusi', 'n')]",  percumalaporpolisi kemarin temen korban pelecehan seksual lapor polisi judge ga ngasih solusi,percumalaporpolisi kemarin temen korban leceh seksual lapor polisi judge ga ngasih solusi
4857,"Menurut saya hari ini evaluasi itu wajib , menerapkan hati nurani , dan harus nya kasus anak melaporkan orang tuannya dengan alasan warisan harus nya juga itu di tolak  #PercumaLaporPolisi",menurut saya hari ini evaluasi itu wajib menerapkan hati nurani dan harus nya kasus anak melaporkan orang tuannya dengan alasan warisan harus nya juga itu di tolak percumalaporpolisi,"[('evaluasi', 'n'), ('wajib', 'n'), ('menerapkan', 'n'), ('hati', 'n'), ('nurani', 'a'), ('nya', 'a'), ('anak', 'n'), ('melaporkan', 'n'), ('orang', 'n'), ('tuannya', 'n'), ('alasan', 'a'), ('warisan', 'a'), ('nya', 'n'), ('tolak', 'n'), ('percumalaporpolisi', 'n')]",  evaluasi wajib menerapkan hati nurani nya anak melaporkan orang tuannya alasan warisan nya tolak percumalaporpolisi,evaluasi wajib terap hati nurani nya anak lapor orang tuan alas waris nya tolak percumalaporpolisi
